,cost_exists,age_exists,cup_exists,county_fips,place_fips,state_fips,place,url,state,bls_code,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid,place,region,counts,completeness,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std
juneau,,,,110.0,,2.0,Juneau,juneau,alaska,,32071.0,22256.0,,5.0,0.0,59.0,96.0,4.0,83.0,125.0,129.0,2610.0,894.0,2509.0,558.0,2225.0,1401.0,289.0,177.0,78547.0,05000US02110,juneau,juneau,,,,,,,,,
kalamazoo,0.14123376623376624,0.006493506493506494,0.09577922077922078,77.0,42160.0,26.0,Kalamazoo,kalamazoo,michigan,LAUCT264216000000003,74689.0,52894.0,16201.0,113.0,29.0,113.0,406.0,248.0,446.0,422.0,243.0,4005.0,1567.0,4028.0,1155.0,3350.0,1254.0,398.0,633.0,31109.0,16000US2642160,kalamazoo,kalamazoo,616.0,0.2435064935064935,0.5027954795607344,-0.41314935064935066,1.8253425963139842,201.3697318007471,72.15546498669744,-0.8441558441558441,1.9359831690791272
kalispell,,,,,40075.0,30.0,Kalispell,kalispell,montana,LAUCT304007500000003,20227.0,19111.0,,51.0,0.0,5.0,62.0,0.0,48.0,121.0,69.0,1527.0,492.0,1134.0,323.0,1221.0,534.0,46.0,27.0,38340.0,16000US3040075,kalispell,kalispell,,,,,,,,,
kauai,0.011299435028248588,0.011299435028248588,,7.0,,15.0,Kauai,kauai,hawaii,,67815.0,22591.0,,204.0,196.0,310.0,248.0,182.0,169.0,409.0,312.0,7237.0,997.0,4893.0,2623.0,3803.0,1010.0,659.0,217.0,60332.0,05000US15007,kauai,kauai,177.0,0.022598870056497175,0.14904248402442347,-1.0,0.0,300.0,0.0,-0.7090395480225988,2.73057762862129
kc,0.2369494290375204,0.0199836867862969,0.13132137030995106,,38000.0,29.0,Kansas City,kc,missouri,LAUCT293800000000003,462292.0,273962.0,135508.0,1422.0,425.0,1834.0,2024.0,2518.0,3273.0,4064.0,2906.0,38255.0,9024.0,23589.0,9416.0,28925.0,11001.0,4224.0,1711.0,44277.0,16000US2938000,kc,kc,2452.0,0.38825448613376834,0.6040735272094416,-0.20799347471451876,2.094505579403508,202.83132530120017,82.8837345551884,-0.4439912996193719,4.03515858347533
kenaipeninsula,,,,122.0,,2.0,Kenai Peninsula,kenaipeninsula,alaska,,56307.0,47570.0,,63.0,132.0,87.0,245.0,87.0,232.0,276.0,155.0,7432.0,1259.0,4545.0,1214.0,3016.0,1047.0,177.0,144.0,60682.0,05000US02122,kenaipeninsula,kenaipeninsula,,,,,,,,,
keys,0.026373626373626374,0.004395604395604396,0.035164835164835165,,,12.0,Keys,keys,florida,,19081930.0,14568707.0,3050618.0,85845.0,55567.0,110017.0,121607.0,122422.0,155499.0,160813.0,151644.0,1894340.0,382561.0,906784.0,505584.0,1080744.0,392209.0,163721.0,87027.0,45637.0,04000US12,keys,keys,455.0,0.06593406593406594,0.25715307677378607,-0.8153846153846154,0.9737663693379132,266.65277777775003,128.50206260056942,-0.832967032967033,2.5720051205859744
killeen,0.11090686274509803,0.01715686274509804,0.06556372549019608,,39148.0,48.0,Killeen,killeen,texas,LAUCT483914800000003,131639.0,66203.0,43808.0,435.0,104.0,296.0,445.0,230.0,357.0,559.0,310.0,9674.0,4406.0,8266.0,4019.0,4065.0,1325.0,169.0,197.0,45360.0,16000US4839148,killeen,killeen,1632.0,0.19362745098039216,0.42080600997609635,-0.6109068627450981,1.5103212975161688,157.03345610805192,60.111783923908646,-0.5661764705882353,3.3344947544461454
kirksville,,,,,39026.0,29.0,Kirksville,kirksville,missouri,LAUCT293902600000003,,,,,,,,,,,,,,,,,,,,,,,kirksville,,,,,,,,,
klamath,0.08837209302325581,0.009302325581395349,0.04186046511627907,,39700.0,41.0,Klamath Falls,klamath,oregon,LAUCT413970000000003,20946.0,18267.0,,44.0,0.0,109.0,32.0,89.0,177.0,144.0,124.0,1929.0,565.0,1196.0,424.0,1053.0,365.0,132.0,110.0,29753.0,16000US4139700,klamath,klamath,215.0,0.13953488372093023,0.40909036024191553,-0.7348837209302326,1.3039988319418527,158.60526315784207,84.09032494013017,-0.7581395348837209,2.501796789649535
knoxville,0.14811407543698252,0.0671573137074517,0.2125114995400184,,40000.0,47.0,Knoxville,knoxville,tennessee,LAUCT474000000000003,180714.0,139636.0,32033.0,646.0,497.0,614.0,1012.0,622.0,1481.0,1196.0,730.0,15307.0,3694.0,6760.0,6197.0,11283.0,3416.0,2183.0,1165.0,32632.0,16000US4740000,knoxville,knoxville,1087.0,0.42778288868445263,0.7181422708234054,0.45798834713277825,2.8861706271740393,316.82173913048445,552.6470188218154,1.1485740570377185,8.158775190290411
kokomo,0.06666666666666667,,0.0125,,40392.0,18.0,Kokomo,kokomo,indiana,LAUCT184039200000003,56431.0,47788.0,5647.0,121.0,12.0,65.0,537.0,245.0,519.0,596.0,182.0,7026.0,1244.0,2924.0,1561.0,2081.0,695.0,99.0,134.0,33598.0,16000US1840392,kokomo,kokomo,240.0,0.07916666666666666,0.2705629752394669,-0.9166666666666666,0.755269724696572,174.02777777775626,106.10354830522249,-1.0,0.0
lacrosse,0.04152249134948097,0.04498269896193772,0.07612456747404844,63.0,40775.0,55.0,La Crosse,lacrosse,wisconsin,LAUCT554077500000003,51478.0,46109.0,,95.0,0.0,41.0,208.0,148.0,193.0,267.0,141.0,4115.0,563.0,2371.0,1808.0,2350.0,798.0,401.0,424.0,38440.0,16000US5540775,lacrosse,lacrosse,289.0,0.16262975778546712,0.4690282558714815,-0.5640138408304498,1.5579831869820924,206.25,115.03211014163116,0.07958477508650519,5.087829142428544
lafayette,0.1426256077795786,0.024311183144246355,0.10453808752025932,55.0,40735.0,22.0,Lafayette,lafayette,louisiana,LAUCT224073500000003,121744.0,78772.0,37393.0,597.0,119.0,248.0,628.0,548.0,868.0,967.0,552.0,9099.0,1816.0,6340.0,1737.0,8291.0,2204.0,1377.0,682.0,43928.0,16000US2240735,lafayette,lafayette,1234.0,0.2714748784440843,0.5267044827050238,-0.40923824959481364,1.810202384126162,397.506944444474,1230.0397778317927,-0.33306320907617504,4.331003586813808
lakecharles,0.0771484375,0.0166015625,0.07421875,,41155.0,22.0,Lake Charles,lakecharles,louisiana,LAUCT224115500000003,72741.0,34508.0,34438.0,207.0,96.0,270.0,552.0,609.0,779.0,859.0,267.0,7215.0,1116.0,3543.0,1378.0,3288.0,802.0,271.0,470.0,33836.0,16000US2241155,lakecharles,lakecharles,1024.0,0.16796875,0.41608586108250106,-0.5322265625,1.7060173314843623,236.0407876230633,143.1918242107458,-0.58203125,3.318114236580625
lakeland,0.09236947791164658,0.012048192771084338,0.012048192771084338,,38250.0,12.0,Lakeland,lakeland,florida,LAUCT123825000000003,98968.0,72319.0,20523.0,480.0,382.0,323.0,735.0,499.0,919.0,739.0,476.0,10137.0,1476.0,4571.0,1865.0,5236.0,1756.0,450.0,464.0,37833.0,16000US1238250,lakeland,lakeland,249.0,0.11646586345381527,0.36820450335333327,-0.9116465863453815,0.808364100982005,227.53623188404347,76.34297538216396,-0.7108433734939759,2.6236983891952965
lancaster,,,,71.0,41208.0,42.0,Lancaster,lancaster,pennsylvania,LAUCT424120800000003,,,,,,,,,,,,,,,,,,,,,,,lancaster,,,,,,,,,
lansing,0.07243243243243243,0.017297297297297298,0.14810810810810812,,46000.0,26.0,Lansing,lansing,michigan,LAUCT264600000000003,113594.0,70092.0,25035.0,615.0,214.0,382.0,566.0,317.0,818.0,1544.0,460.0,8213.0,3220.0,6392.0,2810.0,5033.0,1985.0,524.0,425.0,34420.0,16000US2646000,lansing,lansing,925.0,0.23783783783783785,0.48088536185948855,-0.12108108108108108,2.1499368054034207,198.4975124378358,84.14855536980383,-0.5924324324324325,3.1494772168102343
laredo,0.08780487804878048,0.007317073170731708,0.06097560975609756,,41464.0,48.0,Laredo,laredo,texas,LAUCT484146400000003,240773.0,225224.0,,2195.0,2181.0,4984.0,2788.0,3668.0,1780.0,1719.0,1433.0,14169.0,2693.0,9695.0,3074.0,7420.0,2256.0,781.0,403.0,36957.0,16000US4841464,laredo,laredo,410.0,0.15609756097560976,0.4532138861998862,-0.697560975609756,1.2096773206063118,257.75396825397223,199.65012083218846,-0.8634146341463415,1.6252524494612197
lasalle,0.03418803418803419,0.017094017094017096,0.02564102564102564,99.0,,17.0,La Salle County,lasalle,illinois,,113423.0,107418.0,2864.0,169.0,40.0,251.0,786.0,445.0,1198.0,1181.0,816.0,14786.0,3743.0,6269.0,3220.0,3862.0,1107.0,380.0,208.0,49754.0,05000US17099,lasalle,lasalle,234.0,0.07692307692307693,0.3504465858131428,-0.8461538461538461,0.968299111516078,230.0,92.27288721117225,-0.5470085470085471,3.5181826329162114
lascruces,0.07260726072607261,0.036303630363036306,0.066006600660066,,39380.0,35.0,Las Cruces,lascruces,new mexico,LAUCT353938000000003,99754.0,88682.0,,529.0,390.0,575.0,514.0,844.0,557.0,857.0,524.0,6031.0,2044.0,5546.0,1990.0,5352.0,2771.0,473.0,803.0,39319.0,16000US3539380,lascruces,lascruces,303.0,0.17491749174917492,0.389129496046015,-0.5726072607260726,1.6577158947266044,218.30808080809092,49.215547480823425,-0.02145214521452145,5.0687689902327095
lasvegas,0.07554279562174772,0.0488067468150009,0.1729768526825767,,40000.0,32.0,Las Vegas,lasvegas,nevada,LAUCT324000000000003,589541.0,400544.0,63972.0,2871.0,2036.0,5814.0,3493.0,5001.0,3494.0,5164.0,5202.0,56297.0,12719.0,35395.0,13895.0,26907.0,8929.0,3560.0,1859.0,49726.0,16000US3240000,lasvegas,lasvegas,5573.0,0.2973263951193253,0.5432365192811536,0.06567378431724386,2.3805203118859306,390.58762206387223,744.0246729366065,0.21267719361205814,5.425827715582871
lawrence,0.02531645569620253,0.015822784810126583,0.056962025316455694,,38900.0,20.0,Lawrence,lawrence,kansas,LAUCT203890000000003,88791.0,73557.0,3871.0,75.0,0.0,141.0,113.0,280.0,175.0,522.0,139.0,3638.0,1119.0,3814.0,1099.0,6115.0,3219.0,1031.0,1595.0,45514.0,16000US2038900,lawrence,lawrence,316.0,0.0981012658227848,0.3283380988752231,-0.6772151898734177,1.3250647775325644,251.0,120.65061719100913,-0.6265822784810127,2.9535755618500716
lawton,0.043243243243243246,0.013513513513513514,0.05945945945945946,,41850.0,40.0,Lawton,lawton,oklahoma,LAUCT404185000000003,98075.0,59553.0,19682.0,210.0,90.0,139.0,422.0,377.0,648.0,1043.0,370.0,9696.0,3040.0,5659.0,2060.0,3907.0,1365.0,448.0,471.0,43779.0,16000US4041850,lawton,lawton,370.0,0.11621621621621622,0.3453237854673385,-0.6054054054054054,1.5912950778856043,216.4583333333125,102.62458553167527,-0.6837837837837838,2.707013225592066
lewiston,0.03571428571428571,0.005952380952380952,0.023809523809523808,,46540.0,16.0,Lewiston,lewiston,idaho,LAUCT164654000000003,32204.0,30414.0,,125.0,22.0,46.0,190.0,104.0,158.0,204.0,227.0,3507.0,852.0,2039.0,1011.0,1303.0,540.0,174.0,120.0,43842.0,16000US1646540,lewiston,lewiston,168.0,0.06547619047619048,0.2711669382718844,-0.8511904761904762,0.9642711929542687,246.66666666666666,32.65986323710904,-0.8630952380952381,1.774488524564057
lexington,0.1725521669341894,0.03290529695024077,0.1725521669341894,,,21.0,Lexington,lexington,kentucky,,4364627.0,3838351.0,344032.0,16787.0,10721.0,18730.0,65008.0,35450.0,44964.0,42307.0,23339.0,505305.0,87123.0,190082.0,76575.0,178502.0,69955.0,26844.0,15834.0,41782.0,04000US21,lexington,lexington,1246.0,0.3780096308186196,0.5703218733878287,0.04026217228464687,2.3530164568398555,180.1926356589149,84.8597406955708,-0.18566078116637239,4.535697610243474
limaoh,0.008403361344537815,0.01680672268907563,0.004201680672268907,,,39.0,Lima/Findlay,limaoh,ohio,,11541175.0,9558840.0,1404531.0,31932.0,8467.0,17557.0,67168.0,54962.0,87784.0,109501.0,67762.0,1310105.0,245786.0,518052.0,243347.0,593388.0,223165.0,75551.0,48321.0,47030.0,04000US39,limaoh,limaoh,238.0,0.029411764705882353,0.16931380058270132,-0.9831932773109243,0.25928148942086576,200.0,0.0,-0.5546218487394958,3.7138070109560224
lincoln,0.1282051282051282,0.049773755656108594,0.1583710407239819,111.0,28000.0,31.0,Lincoln,lincoln,nebraska,LAUCT312800000000003,262214.0,230330.0,10438.0,666.0,137.0,669.0,491.0,653.0,671.0,1115.0,826.0,19104.0,5537.0,13195.0,8692.0,17361.0,5505.0,2203.0,3037.0,48295.0,16000US3128000,lincoln,lincoln,663.0,0.33634992458521873,0.5764695745823699,-0.07239819004524888,2.2247322004825185,203.54248366014122,79.46722979899606,0.3401206636500754,5.892420856521789
littlerock,0.08042488619119878,0.0343955488113303,0.10925644916540213,,41000.0,5.0,Little Rock,littlerock,arkansas,LAUCT054100000000003,195242.0,100428.0,84399.0,398.0,293.0,451.0,774.0,647.0,1116.0,1289.0,973.0,14077.0,2623.0,9296.0,2940.0,15116.0,4506.0,2946.0,1603.0,45267.0,16000US0541000,littlerock,littlerock,1977.0,0.2240768841679312,0.521663263885289,-0.3185803405833738,1.977868685669811,195.8532494758742,86.31369641860054,0.08017197774405666,5.913022697385949
logan,,0.005917159763313609,,,45860.0,49.0,Logan,logan,utah,LAUCT494586000000003,48733.0,42620.0,,90.0,48.0,300.0,223.0,187.0,153.0,300.0,87.0,1730.0,719.0,2227.0,804.0,2833.0,858.0,285.0,498.0,33437.0,16000US4945860,logan,logan,169.0,0.005917159763313609,0.07692307692307693,-1.0,0.0,,,-0.8520710059171598,1.9230769230769231
longbeach,0.20967159870083002,0.05160591844099603,0.11295561169252977,,43000.0,6.0,Long Beach,longbeach,california,LAUCT064300000000003,465125.0,251698.0,60010.0,4158.0,2696.0,5707.0,2743.0,4199.0,2369.0,3943.0,4305.0,29318.0,7016.0,25990.0,10627.0,26697.0,8009.0,3153.0,2490.0,51623.0,16000US0643000,longbeach,longbeach,2771.0,0.37423312883435583,0.560724211121818,-0.3482497293395886,1.8823173952874983,359.56275168702206,868.219499109579,0.2616383976903645,5.607798597713533
longisland,0.07480053191489362,0.050199468085106384,0.1424534574468085,,,36.0,Long Island,longisland,new york,,19490373.0,12756269.0,3033052.0,100813.0,53725.0,128491.0,137848.0,105137.0,137350.0,143665.0,144230.0,1729265.0,291551.0,763844.0,464727.0,1190942.0,534211.0,205644.0,105409.0,56657.0,04000US36,longisland,longisland,6016.0,0.2674534574468085,0.4917722690262463,-0.14860372340425532,2.1386538082636077,211.79126984126486,220.80078089897395,0.252202460106383,5.578699519786885
losangeles,0.17478972231823942,0.07708261320428621,0.18642700771978338,37.0,44000.0,6.0,Los Angeles,losangeles,california,LAUCT064400000000003,3825653.0,2012658.0,358659.0,36984.0,35037.0,83939.0,29238.0,41190.0,21726.0,29762.0,38808.0,247888.0,45419.0,176710.0,65598.0,254027.0,75772.0,40557.0,16901.0,47742.0,16000US0644000,losangeles,losangeles,8679.0,0.438299343242309,0.653911000432082,0.08168183738526215,2.318064021578314,250.2036295877774,428.12700976757975,0.8904539693513193,6.690443315639057
louisville,0.21670644391408114,0.019570405727923627,0.1045346062052506,,,21.0,Louisville,louisville,kentucky,,4364627.0,3838351.0,344032.0,16787.0,10721.0,18730.0,65008.0,35450.0,44964.0,42307.0,23339.0,505305.0,87123.0,190082.0,76575.0,178502.0,69955.0,26844.0,15834.0,41782.0,04000US21,louisville,louisville,2095.0,0.34081145584725536,0.5391371562238466,-0.3398568019093079,1.9688988138497314,196.17847528144935,177.86331983808165,-0.4644391408114558,3.9535930677261333
loz,0.04484304932735426,0.004484304932735426,0.053811659192825115,,,29.0,Lake of the Ozarks,loz,missouri,,6009025.0,4983458.0,693114.0,14986.0,5408.0,12091.0,46089.0,31191.0,51335.0,54546.0,32416.0,624399.0,134679.0,292487.0,123136.0,312024.0,119543.0,40583.0,26824.0,46068.0,04000US29,loz,loz,223.0,0.1031390134529148,0.3048245891291598,-0.6928251121076233,1.3359352768270796,325.75,115.99838360942793,-0.8878923766816144,1.6741238254560626
lubbock,0.05460750853242321,0.009101251422070534,0.02161547212741752,303.0,45000.0,48.0,Lubbock,lubbock,texas,LAUCT484500000000003,233475.0,180475.0,18786.0,796.0,667.0,830.0,1509.0,1071.0,1689.0,2027.0,1092.0,15706.0,4099.0,11944.0,3355.0,12515.0,4015.0,1655.0,1686.0,42139.0,16000US4845000,lubbock,lubbock,879.0,0.08532423208191127,0.30298567930000353,-0.8748577929465301,0.8645342915451868,296.6076388888958,598.1354366518539,-0.7474402730375427,2.7780320586974376
lynchburg,0.03734439834024896,0.03319502074688797,0.05394190871369295,680.0,47672.0,51.0,Lynchburg,lynchburg,virginia,LAUCT514767200000003,76377.0,49507.0,21634.0,122.0,85.0,328.0,743.0,468.0,503.0,572.0,356.0,5378.0,1322.0,2511.0,1088.0,3758.0,1748.0,622.0,411.0,37020.0,16000US5147672,lynchburg,lynchburg,241.0,0.12448132780082988,0.33081691919382883,-0.6680497925311203,1.4163391534199616,222.59259259255555,38.386386395374814,0.05394190871369295,5.856014982899606
macon,0.0743198407431984,0.014598540145985401,0.07830126078301261,193.0,49000.0,13.0,Macon,macon,georgia,LAUCT134900000000003,91675.0,26785.0,61313.0,272.0,158.0,451.0,811.0,895.0,1327.0,1560.0,632.0,8681.0,1241.0,3317.0,792.0,1990.0,822.0,585.0,265.0,24847.0,16000US1349000,macon,macon,1507.0,0.1672196416721964,0.4310805552160711,-0.5587259455872594,1.5494403637380056,165.75694444441964,98.13113904167707,-0.5255474452554745,4.0779071806922085
madison,0.15930787589498807,0.016109785202863963,0.18973747016706444,,48000.0,55.0,Madison,madison,wisconsin,LAUCT554800000000003,237136.0,189431.0,17978.0,529.0,186.0,327.0,433.0,220.0,460.0,922.0,557.0,11950.0,2949.0,9007.0,5339.0,20679.0,9955.0,3298.0,4597.0,52599.0,16000US5548000,madison,madison,1676.0,0.36515513126491644,0.5967699422554931,0.11247016706443914,2.3685815861930424,203.05349563044612,74.65938288417503,-0.538782816229117,3.6816997305101986
manhattan,,,,,44919.0,36.0,Manhattan,manhattan,new york,LAUCT364491900000003,,,,,,,,,,,,,,,,,,,,,,,manhattan,,,,,,,,,
manhattanks,0.0327455919395466,0.010075566750629723,0.0327455919395466,,44250.0,20.0,Manhattan,manhattanks,kansas,LAUCT204425000000003,54162.0,45002.0,3423.0,31.0,0.0,0.0,56.0,97.0,209.0,50.0,73.0,2084.0,395.0,2275.0,698.0,3375.0,1918.0,326.0,1184.0,42950.0,16000US2044250,manhattanks,manhattanks,397.0,0.07556675062972293,0.27401337006156423,-0.8236775818639799,0.9687769947108604,239.23076923076923,73.16779100824105,-0.7632241813602015,2.3675750886985414
mankato,0.02,0.004,0.096,,39878.0,27.0,Mankato,mankato,minnesota,LAUCT273987800000003,39707.0,35644.0,,57.0,96.0,27.0,76.0,84.0,150.0,113.0,124.0,2550.0,591.0,1921.0,802.0,2240.0,670.0,257.0,254.0,40309.0,16000US2739878,mankato,mankato,250.0,0.12,0.3494114385844496,-0.376,1.9353569246272924,174.5,57.347624187929526,-0.896,1.6443843832875573
mansfield,0.07894736842105263,,0.03684210526315789,,47138.0,39.0,Mansfield,mansfield,ohio,LAUCT394713800000003,47337.0,34281.0,9790.0,112.0,48.0,80.0,313.0,487.0,646.0,1224.0,521.0,6740.0,1343.0,2640.0,1168.0,1395.0,481.0,267.0,142.0,31717.0,16000US3947138,mansfield,mansfield,190.0,0.11578947368421053,0.3811194287047427,-0.8368421052631579,0.9083449256961105,201.33333333333334,50.69047059876057,-1.0,0.0
martinsburg,,,,,52060.0,54.0,Martinsburg,martinsburg,west virginia,LAUCT545206000000003,,,,,,,,,,,,,,,,,,,,,,,martinsburg,,,,,,,,,
masoncity,0.04433497536945813,0.009852216748768473,0.014778325123152709,,50160.0,19.0,Mason City,masoncity,iowa,LAUCT195016000000003,27959.0,26360.0,,153.0,11.0,52.0,131.0,55.0,127.0,210.0,0.0,3144.0,1020.0,1078.0,1396.0,1140.0,314.0,197.0,45.0,40318.0,16000US1950160,masoncity,masoncity,203.0,0.06896551724137931,0.30696923732914844,-0.9064039408866995,0.7810302756420785,227.5,93.42443470527397,-0.5221674876847291,5.014163230540274
mattoon,,,,,47553.0,17.0,Mattoon,mattoon,illinois,LAUCT174755300000003,,,,,,,,,,,,,,,,,,,,,,,mattoon,,,,,,,,,
maui,0.06372549019607843,0.01715686274509804,0.11764705882352941,9.0,,15.0,Maui,maui,hawaii,,156670.0,54263.0,,451.0,275.0,880.0,619.0,497.0,1122.0,976.0,1135.0,18375.0,3132.0,9890.0,4084.0,9120.0,2476.0,980.0,334.0,61383.0,05000US15009,maui,maui,408.0,0.19852941176470587,0.4115026626806501,-0.2696078431372549,2.030687866691606,310.32051282053845,140.58609005851136,-0.5367647058823529,3.592733770334319
mcallen,0.05955334987593052,0.021505376344086023,0.06947890818858561,,45384.0,48.0,Mcallen,mcallen,texas,LAUCT484538400000003,132720.0,116290.0,,1105.0,1002.0,2087.0,1179.0,990.0,578.0,692.0,829.0,8030.0,1459.0,7136.0,2214.0,7676.0,1953.0,1142.0,315.0,41375.0,16000US4845384,mcallen,mcallen,1209.0,0.15053763440860216,0.40342300952876625,-0.5896057347670224,1.5424199999589063,186.62191358025,77.02149785534162,-0.5169561621174524,3.357543449033757
meadville,,,,,48360.0,42.0,Meadville,meadville,pennsylvania,LAUCT424836000000003,,,,,,,,,,,,,,,,,,,,,,,meadville,,,,,,,,,
medford,0.10492505353319058,0.029978586723768737,0.17130620985010706,,47000.0,41.0,Medford,medford,oregon,LAUCT414700000000003,75704.0,68693.0,,180.0,107.0,506.0,439.0,285.0,730.0,459.0,482.0,7529.0,2147.0,4278.0,1625.0,3828.0,1059.0,524.0,255.0,41589.0,16000US4147000,medford,medford,467.0,0.30620985010706636,0.5386599001756801,-0.006423982869379015,2.209509649857666,198.3163265306265,86.15307385867986,-0.1841541755888651,4.823975072022262
memphis,0.07637600494743352,0.02813852813852814,0.06926406926406926,,48000.0,47.0,Memphis,memphis,tennessee,LAUCT474800000000003,651363.0,194560.0,410850.0,3006.0,1305.0,3361.0,4505.0,3241.0,6982.0,8313.0,4892.0,62210.0,8571.0,31055.0,8417.0,28264.0,8379.0,4355.0,2248.0,36062.0,16000US4748000,memphis,memphis,3234.0,0.17377860235003093,0.4185375188065115,-0.5555813234384663,1.6681058412992438,258.79734592892385,675.3787474102629,-0.21273964131106987,4.741431626794546
mendocino,,,,45.0,46814.0,6.0,Mendocino,mendocino,california,LAUCT064681400000003,,,,,,,,,,,,,,,,,,,,,,,mendocino,,,,,,,,,
merced,0.011560693641618497,,0.005780346820809248,47.0,46898.0,6.0,Merced,merced,california,LAUCT064689800000003,79987.0,49100.0,4562.0,1043.0,809.0,1193.0,425.0,804.0,592.0,793.0,615.0,4846.0,1342.0,4284.0,2021.0,2042.0,624.0,344.0,173.0,38688.0,16000US0646898,merced,merced,173.0,0.017341040462427744,0.16960927873732282,-0.9710982658959537,0.38014296063485276,177.5,31.81980515339464,-1.0,0.0
meridian,0.07679465776293823,0.008347245409015025,0.03171953255425709,,46640.0,28.0,Meridian,meridian,mississippi,LAUCT284664000000003,40998.0,14602.0,25103.0,171.0,74.0,229.0,217.0,210.0,450.0,514.0,462.0,3261.0,605.0,1860.0,895.0,1613.0,615.0,208.0,134.0,28137.0,16000US2846640,meridian,meridian,599.0,0.11686143572621036,0.336765302143349,-0.7979966611018364,1.1321964889633513,195.25362318843477,70.07268483096632,-0.7946577629382304,2.2434381852502945
miami,0.10494852208568582,0.05264031883095317,0.087346396545998,,45000.0,12.0,Miami,miami,florida,LAUCT124500000000003,408322.0,305357.0,79841.0,2902.0,5628.0,12355.0,5306.0,4031.0,3434.0,3716.0,5500.0,44269.0,3609.0,11803.0,9436.0,18964.0,7210.0,4855.0,1652.0,28935.0,16000US1245000,miami,miami,6022.0,0.24493523746263698,0.5170599825304585,-0.481512232923723,1.7170187033718338,207.93732419128452,222.91167093877476,0.31443042178678177,5.666076192596508
milwaukee,0.09981401115933045,0.039367637941723495,0.1277123372597644,79.0,53000.0,55.0,Milwaukee,milwaukee,wisconsin,LAUCT555300000000003,597247.0,278320.0,235249.0,3148.0,2074.0,3501.0,3859.0,3846.0,4748.0,7369.0,3575.0,54755.0,8911.0,25465.0,10305.0,22971.0,8479.0,2073.0,1583.0,34439.0,16000US5553000,milwaukee,milwaukee,3226.0,0.26689398636081835,0.5179579096794293,-0.3001653234139306,1.8803399110534966,190.99551414769562,86.49822889618139,-0.0689708617482951,4.707371885917767
minneapolis,0.14200367647058823,0.05376838235294118,0.21162683823529413,,,27.0,Minneapolis / St Paul,minneapolis,minnesota,,5345721.0,4582631.0,280757.0,14152.0,4903.0,9840.0,26967.0,16198.0,22731.0,27333.0,24311.0,483169.0,109598.0,272622.0,167858.0,376560.0,118428.0,44241.0,25237.0,58434.0,04000US27,minneapolis,minneapolis,4352.0,0.40739889705882354,0.6118198653024025,0.19990808823529183,2.3900993449121355,219.93425652330185,225.20724812447597,0.34880514705882354,5.796568814190254
minot,0.07450980392156863,0.02072829131652661,0.12436974789915967,,53380.0,38.0,Minot,minot,north dakota,LAUCT385338000000003,42641.0,38508.0,,54.0,0.0,0.0,416.0,25.0,294.0,108.0,60.0,4208.0,693.0,2520.0,1581.0,2577.0,578.0,248.0,156.0,50201.0,16000US3853380,minot,minot,1785.0,0.2196078431372549,0.46870308464186633,-0.27647058823529413,1.9702540986888362,280.23558897242856,138.1863922751715,-0.4946778711484594,3.4968114431482697
missoula,,,,63.0,50200.0,30.0,Missoula,missoula,montana,LAUCT305020000000003,67643.0,62447.0,,43.0,18.0,1.0,85.0,109.0,155.0,93.0,215.0,4312.0,1080.0,4736.0,1479.0,5375.0,2167.0,855.0,764.0,40369.0,16000US3050200,missoula,missoula,,,,,,,,,
mobile,0.11079545454545454,0.011363636363636364,0.04924242424242424,97.0,50000.0,1.0,Mobile,mobile,alabama,LAUCT015000000000003,194829.0,88886.0,99107.0,1093.0,88.0,255.0,768.0,1165.0,1794.0,2024.0,1332.0,18302.0,3330.0,9549.0,3658.0,9739.0,2447.0,1778.0,959.0,38566.0,16000US0150000,mobile,mobile,1056.0,0.17140151515151514,0.4130298702320006,-0.7064393939393939,1.327434261140806,209.64957264957266,86.2090159848527,-0.7173295454545454,2.6457285380371243
modesto,0.08168316831683169,0.07425742574257425,0.06435643564356436,,48354.0,6.0,Modesto,modesto,california,LAUCT064835400000003,202400.0,147805.0,7810.0,1184.0,915.0,2097.0,1368.0,1047.0,1144.0,2271.0,2050.0,17200.0,4721.0,10516.0,3906.0,6803.0,2437.0,1409.0,250.0,45405.0,16000US0648354,modesto,modesto,404.0,0.2202970297029703,0.4813998517465776,-0.594059405940594,1.5747903421637912,257.3232323232424,176.40787324272998,0.7524752475247525,6.248622185550033
mohave,0.06130268199233716,0.011494252873563218,0.07662835249042145,15.0,,4.0,Mohave County,mohave,arizona,,202102.0,178891.0,,894.0,270.0,859.0,1452.0,1522.0,2200.0,3662.0,1805.0,25032.0,6872.0,14155.0,5548.0,5640.0,2361.0,852.0,489.0,36976.0,05000US04015,mohave,mohave,261.0,0.14942528735632185,0.4074895647229389,-0.5363984674329502,1.6230363455802723,184.166666666625,101.41590203304595,-0.7241379310344828,2.564654670886873
