Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,full_name,gid,subdomain,cost_exists,age_exists,cup_exists,place,url,state,bls_code,unemployment,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid,place.1,region,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std
Monroe Police Dept,LA,12,49474.0,490.0,5,18.0,137,330,3775.0,1172,2525.0,78.0,990.4,10.1,36.4,276.9,667.0,7630.3,2368.9,5103.7,157.7,"monroe,LA",16000US2251410,monroe,0.03618421052631579,0.006578947368421052,0.05592105263157895,Monroe,monroe,louisiana,LAUCT225141000000003,8.049999999999999,49013.0,15903.0,31504.0,308.0,82.0,284.0,215.0,520.0,276.0,698.0,167.0,3768.0,546.0,2169.0,390.0,1964.0,756.0,476.0,245.0,27122.0,16000US2251410,monroe,monroe,0.3200632862554148,-0.6381578947368421,1.4982909608516668,1671.2727272727273,3336.0035998454523,-0.8388157894736842,2.00420512846804
New Orleans Police Dept,LA,12,362874.0,2958.0,193,136.0,1065,1564,13689.0,3423,8051.0,2215.0,815.2,53.2,37.5,293.5,431.0,3772.4,943.3,2218.7,610.4,"new orleans,LA",16000US2255000,neworleans,0.14527742481999154,0.03642524354087251,0.07581533248623465,New Orleans,neworleans,louisiana,LAUCT225500000000003,7.316666666666667,359130.0,120233.0,215550.0,1927.0,1060.0,1360.0,2715.0,2066.0,2876.0,4977.0,2600.0,29368.0,4459.0,19836.0,3880.0,20938.0,7175.0,5694.0,2963.0,36004.0,16000US2255000,neworleans,neworleans,0.4842559623483226,-0.547437526471834,1.624649505491219,234.76495370517668,181.34149527172286,0.009318085556967387,5.411295272512957
Shreveport Police Dept,LA,12,202164.0,1550.0,17,92.0,433,1008,9862.0,2425,6973.0,464.0,766.7,8.4,45.5,214.2,498.6,4878.2,1199.5,3449.2,229.5,"shreveport,LA",16000US2270000,shreveport,0.08108108108108109,0.010135135135135136,0.06925675675675676,Shreveport,shreveport,louisiana,LAUCT227000000000003,7.3,201332.0,83176.0,109913.0,416.0,340.0,541.0,1221.0,790.0,1990.0,2572.0,1341.0,19337.0,2718.0,9630.0,2739.0,9206.0,3271.0,1883.0,888.0,37531.0,16000US2270000,shreveport,shreveport,0.38970479427314125,-0.5540540540540541,1.6881543452895282,823.4618055555625,2028.8153707998724,-0.7179054054054054,2.854002503891886
Annapolis Police Dept,MD,12,39255.0,177.0,2,4.0,54,117,1042.0,185,775.0,82.0,450.9,5.1,10.2,137.6,298.1,2654.4,471.3,1974.3,208.9,"annapolis,MD",16000US2401600,annapolis,0.09713375796178345,0.12579617834394904,0.11305732484076433,Annapolis,annapolis,maryland,LAUCT240160000000003,5.591666666666668,38577.0,23526.0,10367.0,124.0,75.0,373.0,180.0,79.0,451.0,261.0,234.0,2891.0,765.0,1648.0,504.0,2681.0,1602.0,350.0,376.0,71082.0,16000US2401600,annapolis,annapolis,0.6031637586706176,-0.3343949044585987,1.9185059769296169,241.19945355191805,130.1204670455158,2.167197452229299,8.97092986060092
Baltimore City Police Dept,MD,12,625474.0,8789.0,218,315.0,3605,4651,29149.0,7770,17397.0,3982.0,1405.2,34.9,50.4,576.4,743.6,4660.3,1242.3,2781.4,636.6,"baltimore city,MD",16000US2404000,baltimore,0.18542128603104213,0.03713968957871397,0.14329268292682926,Baltimore,baltimore,maryland,LAUCT240400000000003,9.608333333333334,620843.0,186716.0,393657.0,2623.0,1263.0,3287.0,6709.0,6088.0,7971.0,8739.0,4849.0,57060.0,9617.0,25032.0,6546.0,27195.0,12313.0,5445.0,3988.0,39788.0,16000US2404000,baltimore,baltimore,0.5765669866404466,-0.10035569105690965,2.2631549632255807,205.04675303105572,179.50682071243548,-0.038802660753880266,5.047420475772191
Frederick Police Dept,MD,12,66808.0,381.0,1,26.0,106,248,1899.0,245,1527.0,127.0,570.3,1.5,38.9,158.7,371.2,2842.5,366.7,2285.7,190.1,"frederick,MD",16000US2430325,frederick,0.0967741935483871,0.04174573055028463,0.12333965844402277,Frederick,frederick,maryland,LAUCT243032500000003,6.058333333333333,65905.0,44469.0,11639.0,359.0,75.0,670.0,168.0,363.0,419.0,436.0,432.0,4690.0,1129.0,3308.0,1286.0,4877.0,2085.0,419.0,601.0,65070.0,16000US2430325,frederick,frederick,0.5749249870215475,-0.2656546489563567,1.994673681892843,238.42919389976473,85.24665090878682,0.2428842504743833,6.352585596159925
Ann Arbor Police Dept,MI,12,115008.0,227.0,1,35.0,50,141,2726.0,714,1898.0,114.0,197.4,0.9,30.4,43.5,122.6,2370.3,620.8,1650.3,99.1,"ann arbor,MI",16000US2603000,annarbor,0.09896432681242807,0.026467203682393557,0.1956271576524741,Ann Arbor,annarbor,michigan,LAUCT260300000000003,6.324999999999999,115124.0,85133.0,7687.0,50.0,78.0,129.0,159.0,42.0,235.0,327.0,438.0,2596.0,1180.0,3329.0,1318.0,9015.0,6644.0,2406.0,3877.0,53351.0,16000US2603000,annarbor,annarbor,0.5403367976055898,0.1668584579976985,2.4202261966283247,231.34108527132904,169.84874452768995,-0.18009205983889529,5.072977292382329
Battle Creek Police Dept,MI,12,61450.0,644.0,8,52.0,86,498,2786.0,1034,1637.0,115.0,1048.0,13.0,84.6,140.0,810.4,4533.8,1682.7,2664.0,187.1,"battle creek,MI",16000US2605920,battlecreek,0.0547945205479452,0.0273972602739726,0.03287671232876712,Battle Creek,battlecreek,michigan,LAUCT260592000000003,8.9,52112.0,37726.0,9293.0,129.0,50.0,137.0,238.0,212.0,293.0,667.0,179.0,5278.0,1396.0,2554.0,786.0,2213.0,905.0,317.0,199.0,36051.0,16000US2605920,battlecreek,battlecreek,0.33629821966306533,-0.8191780821917808,0.9918150658227648,223.25,88.51516373213302,-0.36712328767123287,3.824733517777564
Detroit Police Dept,MI,12,707096.0,15011.0,386,441.0,4843,9341,40956.0,13488,15968.0,11500.0,2122.9,54.6,62.4,684.9,1321.0,5792.1,1907.5,2258.3,1626.4,"detroit,MI",16000US2622000,detroit,0.22309163623717615,0.03390714658320292,0.18883672404799165,Detroit,detroit,michigan,LAUCT262200000000003,16.875,706522.0,85614.0,577270.0,4243.0,1654.0,3797.0,5380.0,5067.0,10005.0,14375.0,6247.0,72807.0,12553.0,34384.0,9304.0,12207.0,5327.0,1612.0,1053.0,25576.0,16000US2622000,detroit,detroit,0.602729697927181,0.10792325972294732,2.36335404284047,164.66948696059708,68.4200307956121,-0.09302729960006956,4.975220867191884
Flint City Police Dept,MI,12,101632.0,2774.0,63,108.0,673,1930,5645.0,2979,2207.0,459.0,2729.5,62.0,106.3,662.2,1899.0,5554.4,2931.2,2171.6,451.6,"flint city,MI",16000US2629000,flint,0.2517241379310345,0.03908045977011494,0.1310344827586207,Flint,flint,michigan,LAUCT262900000000003,17.000000000000004,101423.0,39965.0,56147.0,428.0,58.0,176.0,485.0,924.0,1055.0,1252.0,739.0,12507.0,2214.0,5218.0,1443.0,2005.0,649.0,131.0,58.0,24758.0,16000US2629000,flint,flint,0.6145390906875192,-0.19367816091954024,2.123249358050419,171.48744292236532,104.76361674420657,0.11379310344827587,5.742632692836235
Grand Rapids Police Dept,MI,12,189953.0,1465.0,16,46.0,462,941,6618.0,1917,4433.0,268.0,771.2,8.4,24.2,243.2,495.4,3484.0,1009.2,2333.7,141.1,"grand rapids,MI",16000US2634000,grandrapids,0.19255094869992972,0.025298664792691498,0.11524947294448348,Grand Rapids,grandrapids,michigan,LAUCT263400000000003,8.999999999999998,189162.0,130933.0,39816.0,948.0,648.0,1239.0,1082.0,1018.0,1503.0,2076.0,952.0,13677.0,3314.0,9477.0,3464.0,9978.0,3499.0,1320.0,794.0,37791.0,16000US2634000,grandrapids,grandrapids,0.5448331871762885,-0.3759662684469431,1.770769466980526,185.7144160583978,243.80899341627773,-0.18950573904898102,5.136784033685785
Jackson City Police Dept,MI,12,33449.0,256.0,3,23.0,50,180,1368.0,349,946.0,73.0,765.3,9.0,68.8,149.5,538.1,4089.8,1043.4,2828.2,218.2,"jackson city,MI",16000US2641420,jacksonmi,0.014084507042253521,0.0035211267605633804,0.02112676056338028,Jackson,jacksonmi,michigan,LAUCT264142000000003,12.749999999999998,33449.0,23737.0,7647.0,37.0,29.0,65.0,271.0,266.0,378.0,383.0,79.0,3080.0,902.0,1726.0,645.0,819.0,189.0,109.0,12.0,26586.0,16000US2641420,jacksonmi,jacksonmi,0.19329707323927245,-0.8661971830985915,0.9226545911392523,169.16666666675002,49.413223601352065,-0.9154929577464789,1.424137989832624
Lansing City Police Dept,MI,12,114688.0,1078.0,13,92.0,203,770,3774.0,1307,2203.0,264.0,939.9,11.3,80.2,177.0,671.4,3290.7,1139.6,1920.9,230.2,"lansing city,MI",16000US2646000,lansing,0.05728155339805825,0.020388349514563107,0.11747572815533981,Lansing,lansing,michigan,LAUCT264600000000003,10.15,113594.0,70092.0,25035.0,615.0,214.0,382.0,566.0,317.0,818.0,1544.0,460.0,8213.0,3220.0,6392.0,2810.0,5033.0,1985.0,524.0,425.0,34420.0,16000US2646000,lansing,lansing,0.4450087387959933,-0.3067961165048544,1.9445801751320226,164.47740112994913,47.50461217402079,-0.49320388349514566,3.5942741998215553
Monroe Police Dept,MI,12,20687.0,108.0,1,10.0,25,72,831.0,234,560.0,37.0,522.1,4.8,48.3,120.8,348.0,4017.0,1131.1,2707.0,178.9,"monroe,MI",16000US2655020,monroemi,0.014563106796116505,0.009708737864077669,0.05825242718446602,Monroe,monroemi,michigan,LAUCT265502000000003,,20631.0,18868.0,,84.0,22.0,0.0,98.0,97.0,91.0,190.0,82.0,2243.0,619.0,1007.0,593.0,653.0,155.0,95.0,116.0,43311.0,16000US2655020,monroemi,monroemi,0.3091852974972963,-0.6019417475728155,1.654792335804974,131.66666666666666,37.52776749732568,-0.6844660194174758,3.213151550145984
Saginaw City Police Dept,MI,12,51267.0,1211.0,27,65.0,167,952,1765.0,1042,618.0,105.0,2362.1,52.7,126.8,325.7,1856.9,3442.8,2032.5,1205.5,204.8,"saginaw city,MI",16000US2670520,saginaw,0.11134903640256959,0.029978586723768737,0.042826552462526764,Saginaw,saginaw,michigan,LAUCT267052000000003,15.450000000000001,51087.0,24051.0,23038.0,311.0,66.0,178.0,248.0,577.0,800.0,828.0,489.0,5904.0,1157.0,1862.0,811.0,869.0,161.0,52.0,51.0,27630.0,16000US2670520,saginaw,saginaw,0.4495174830806784,-0.7644539614561028,1.1347892505933295,168.73397435896155,43.41699138807515,-0.23768736616702354,4.389955542110535
Duluth City Police Dept,MN,12,86830.0,,2,,90,213,3861.0,642,3047.0,172.0,,2.3,,103.7,245.3,4446.6,739.4,3509.2,198.1,"duluth city,MN",16000US2717000,duluth,0.060240963855421686,0.03614457831325301,0.12951807228915663,Duluth,duluth,minnesota,LAUCT271700000000003,5.575,86221.0,78652.0,2178.0,168.0,16.0,19.0,364.0,302.0,350.0,373.0,250.0,6257.0,1815.0,4828.0,2520.0,5432.0,1418.0,969.0,558.0,40606.0,16000US2717000,duluth,duluth,0.4917974582350678,-0.27259036144578314,1.9304998118446413,246.96666666665,95.5163039877471,-0.07228915662650602,4.961411534191063
Mankato Public Safety Dept,MN,12,39782.0,,0,,29,90,1912.0,346,1508.0,58.0,,0.0,,72.9,226.2,4806.2,869.7,3790.7,145.8,"mankato,MN",16000US2739878,mankato,0.032448377581120944,,0.05604719764011799,Mankato,mankato,minnesota,LAUCT273987800000003,4.483333333333333,39707.0,35644.0,,57.0,96.0,27.0,76.0,84.0,150.0,113.0,124.0,2550.0,591.0,1921.0,802.0,2240.0,670.0,257.0,254.0,40309.0,16000US2739878,mankato,mankato,0.304527632773079,-0.6194690265486725,1.5726127812772677,192.5,92.85068658873773,-1.0,0.0
Rochester Police Dept,MN,12,108582.0,,2,,55,104,2721.0,495,2137.0,89.0,,1.8,,50.7,95.8,2505.9,455.9,1968.1,82.0,"rochester,MN",16000US2754880,rochestermn,0.04668304668304668,0.004914004914004914,0.10073710073710074,Rochester,rochestermn,minnesota,LAUCT275488000000003,4.191666666666667,108024.0,89377.0,6777.0,232.0,68.0,71.0,414.0,347.0,485.0,447.0,487.0,7550.0,2146.0,4672.0,3849.0,8061.0,3307.0,1975.0,974.0,61547.0,16000US2754880,rochestermn,rochestermn,0.40488179432711374,-0.39803439803439805,1.8619329086863814,279.91228070173685,97.05457559165654,-0.8230958230958231,2.5204888977931974
St. Cloud Police Dept,MN,12,66593.0,,2,,59,141,2247.0,315,1849.0,83.0,,3.0,,88.6,211.7,3374.2,473.0,2776.6,124.6,"st. cloud,MN",16000US2756896,stcloud,0.06311360448807854,0.008415147265077139,0.11921458625525946,St. Cloud,stcloud,minnesota,LAUCT275689600000003,5.1416666666666675,65838.0,55206.0,5559.0,199.0,54.0,13.0,544.0,61.0,273.0,338.0,490.0,5029.0,1659.0,3750.0,2017.0,3104.0,1148.0,489.0,450.0,42140.0,16000US2756896,stcloud,stcloud,0.4339181724477728,-0.31136044880785413,1.9282705983632478,241.83950617283554,100.48659825310851,-0.8050490883590463,2.1219498344953958
Biloxi Police Dept,MS,12,45037.0,188.0,1,30.0,85,72,2267.0,732,1420.0,115.0,417.4,2.2,66.6,188.7,159.9,5033.6,1625.3,3153.0,255.3,"biloxi,MS",16000US2806220,biloxi,0.07100085543199315,0.01710863986313088,0.05303678357570573,Biloxi,biloxi,mississippi,LAUCT280622000000003,9.100000000000001,44288.0,31472.0,8265.0,45.0,110.0,603.0,190.0,245.0,234.0,456.0,158.0,3717.0,1177.0,2148.0,1646.0,2151.0,824.0,249.0,208.0,37826.0,16000US2806220,biloxi,biloxi,0.38786258333322843,-0.6775021385799829,1.3865234148776515,283.3052208835301,909.653285390433,-0.48417450812660395,4.043635836439778
Hattiesburg Police Dept,MS,12,46726.0,118.0,5,13.0,66,34,2668.0,375,2183.0,110.0,252.5,10.7,27.8,141.2,72.8,5709.9,802.6,4671.9,235.4,"hattiesburg,MS",16000US2831020,hattiesburg,0.054959785522788206,0.01876675603217158,0.045576407506702415,Hattiesburg,hattiesburg,mississippi,LAUCT283102000000003,10.166666666666666,47239.0,20185.0,25356.0,155.0,28.0,276.0,198.0,620.0,442.0,402.0,464.0,2794.0,567.0,2053.0,662.0,2126.0,923.0,368.0,460.0,24064.0,16000US2831020,hattiesburg,hattiesburg,0.3559315927291377,-0.7050938337801609,1.3898581084604291,215.99999999999994,183.2976328876698,-0.5080428954423593,3.592395350253077
Jackson Police Dept,MS,12,175939.0,1668.0,63,135.0,799,671,11568.0,4124,6308.0,1136.0,948.1,35.8,76.7,454.1,381.4,6575.0,2344.0,3585.3,645.7,"jackson,MS",16000US2836000,jackson,0.13922441195168467,0.018436109345200253,0.04513668150031786,Jackson,jackson,mississippi,LAUCT283600000000003,8.45,174706.0,32291.0,139334.0,590.0,211.0,227.0,980.0,851.0,1815.0,1836.0,1476.0,13885.0,2215.0,10152.0,2195.0,6205.0,1912.0,1733.0,612.0,32232.0,16000US2836000,jackson,jackson,0.4282544102404428,-0.7476160203432931,1.1928549903648602,358.09902515037135,968.5367383222053,-0.5460902733630006,3.349063563544261
Meridian Police Dept,MS,12,41347.0,234.0,10,33.0,124,67,2139.0,734,1226.0,179.0,565.9,24.2,79.8,299.9,162.0,5173.3,1775.2,2965.1,432.9,"meridian,MS",16000US2846640,meridian,0.07333333333333333,0.021666666666666667,0.041666666666666664,Meridian,meridian,mississippi,LAUCT284664000000003,11.908333333333333,40998.0,14602.0,25103.0,171.0,74.0,229.0,217.0,210.0,450.0,514.0,462.0,3261.0,605.0,1860.0,895.0,1613.0,615.0,208.0,134.0,28137.0,16000US2846640,meridian,meridian,0.38065345215820057,-0.7316666666666667,1.3022379179245074,193.37121212122727,63.96410556370025,-0.43833333333333335,3.83371353755541
Yazoo City Police Dept,MS,12,11347.0,78.0,1,7.0,16,54,514.0,252,239.0,23.0,687.4,8.8,61.7,141.0,475.9,4529.8,2220.9,2106.3,202.7,"yazoo city,MS",04000US28,northmiss,0.10810810810810811,0.03063063063063063,0.05045045045045045,North Mississippi,northmiss,mississippi,,,2977179.0,1769848.0,1112470.0,14275.0,6805.0,12928.0,29713.0,24246.0,38117.0,39551.0,20291.0,286911.0,46983.0,151028.0,62844.0,108354.0,36695.0,14656.0,10628.0,37792.0,04000US28,northmiss,northmiss,0.4637298462251781,-0.6774774774774774,1.4162979074257163,188.9722222222167,57.07178357869661,-0.22882882882882882,4.382838772039701
Joplin Police Dept,MO,12,50654.0,288.0,2,27.0,70,189,3838.0,653,2920.0,265.0,568.6,3.9,53.3,138.2,373.1,7576.9,1289.1,5764.6,523.2,"joplin,MO",16000US2937592,joplin,0.06557377049180328,0.022950819672131147,0.07540983606557378,Joplin,joplin,missouri,LAUCT293759200000003,5.483333333333333,51822.0,45609.0,,118.0,0.0,14.0,380.0,359.0,508.0,532.0,334.0,4890.0,1231.0,2560.0,1116.0,2124.0,826.0,355.0,354.0,36348.0,16000US2937592,joplin,joplin,0.4722680393051112,-0.5065573770491804,1.7443394214590964,137.75,86.88278552770181,-0.32459016393442625,4.431817367274583
Springfield Police Dept,MO,12,160962.0,1596.0,16,141.0,353,1086,14504.0,2215,11238.0,1051.0,991.5,9.9,87.6,219.3,674.7,9010.8,1376.1,6981.8,652.9,"springfield,MO",16000US2970000,springfieldmo,0.1308411214953271,0.03426791277258567,0.12357217030114226,Springfield,springfieldmo,missouri,LAUCT297000000000003,5.641666666666667,160748.0,142910.0,6375.0,346.0,156.0,369.0,702.0,759.0,1773.0,1379.0,737.0,13946.0,4091.0,8446.0,2903.0,8300.0,2423.0,1194.0,911.0,32359.0,16000US2970000,springfieldmo,springfieldmo,0.543097515900544,-0.3052959501557632,1.9006627005609775,213.6016313932857,74.15496763017389,0.010903426791277258,5.561051770314607
St. Joseph Police Dept,MO,12,77330.0,323.0,1,22.0,91,209,4708.0,993,3344.0,371.0,417.7,1.3,28.4,117.7,270.3,6088.2,1284.1,4324.3,479.8,"st. joseph,MO",16000US2964550,stjoseph,0.06349206349206349,0.011904761904761904,0.07142857142857142,St. Joseph,stjoseph,missouri,LAUCT296455000000003,5.483333333333334,76953.0,67305.0,4032.0,392.0,72.0,112.0,799.0,678.0,717.0,769.0,380.0,9222.0,1668.0,3972.0,1098.0,2816.0,1000.0,444.0,266.0,40742.0,16000US2964550,stjoseph,stjoseph,0.4353295235720493,-0.5436507936507936,1.687214448343945,287.3958333333125,111.44334011306451,-0.7063492063492064,2.6811053804048846
St. Louis Police Dept,MO,12,318667.0,5661.0,113,199.0,1778,3571,21995.0,4986,13520.0,3489.0,1776.5,35.5,62.4,557.9,1120.6,6902.2,1564.6,4242.7,1094.9,"st. louis,MO",16000US2965000,stlouis,0.19789983844911146,0.05694668820678514,0.15347334410339256,St. Louis,stlouis,missouri,LAUCT296500000000003,9.075,318612.0,143008.0,154965.0,1547.0,406.0,1014.0,2656.0,2006.0,3036.0,4206.0,2870.0,26084.0,5586.0,16726.0,5712.0,17238.0,7331.0,2844.0,2104.0,33299.0,16000US2965000,stlouis,stlouis,0.6150268486091025,-0.11308562197092084,2.129479096531569,223.1943391642368,107.91951339661071,0.49515347334410337,6.207227518899715
Billings Police Dept,MT,12,106371.0,370.0,3,38.0,68,261,4812.0,793,3608.0,411.0,347.8,2.8,35.7,63.9,245.4,4523.8,745.5,3391.9,386.4,"billings,MT",16000US3006550,billings,,,,Billings,billings,montana,LAUCT300655000000003,4.2333333333333325,105648.0,94681.0,,143.0,43.0,96.0,437.0,365.0,391.0,439.0,601.0,10419.0,2323.0,5850.0,2275.0,7672.0,1833.0,1037.0,493.0,46655.0,16000US3006550,billings,billings,,,,,,,
Bozeman Police Dept,MT,12,38289.0,98.0,1,30.0,8,59,1326.0,134,1136.0,56.0,255.9,2.6,78.4,20.9,154.1,3463.1,350.0,2966.9,146.3,"bozeman,MT",16000US3008950,bozeman,,,,Bozeman,bozeman,montana,LAUCT300895000000003,4.05,38022.0,35196.0,,0.0,0.0,0.0,55.0,22.0,67.0,71.0,110.0,1424.0,541.0,2105.0,626.0,3779.0,1285.0,237.0,622.0,44106.0,16000US3008950,bozeman,bozeman,,,,,,,
Great Falls Police Dept,MT,12,59360.0,151.0,1,10.0,25,115,2788.0,320,2338.0,130.0,254.4,1.7,16.8,42.1,193.7,4696.8,539.1,3938.7,219.0,"great falls,MT",16000US3032800,greatfalls,,,,Great Falls,greatfalls,montana,LAUCT303280000000003,4.991666666666666,58876.0,51797.0,,66.0,0.0,29.0,426.0,303.0,287.0,522.0,330.0,5948.0,1447.0,3438.0,1819.0,3249.0,686.0,507.0,50.0,42171.0,16000US3032800,greatfalls,greatfalls,,,,,,,
Helena Police Dept,MT,12,28791.0,127.0,0,26.0,12,89,1015.0,122,861.0,32.0,441.1,0.0,90.3,41.7,309.1,3525.4,423.7,2990.5,111.1,"helena,MT",16000US3035600,helena,,,,Helena,helena,montana,LAUCT303560000000003,4.5166666666666675,28722.0,27042.0,,79.0,0.0,35.0,99.0,78.0,131.0,46.0,88.0,1499.0,582.0,1567.0,460.0,2469.0,1268.0,459.0,274.0,49635.0,16000US3035600,helena,helena,,,,,,,
Kalispell Police Dept,MT,12,20147.0,69.0,1,17.0,7,44,894.0,90,770.0,34.0,342.5,5.0,84.4,34.7,218.4,4437.4,446.7,3821.9,168.8,"kalispell,MT",16000US3040075,kalispell,,,,Kalispell,kalispell,montana,LAUCT304007500000003,,20227.0,19111.0,,51.0,0.0,5.0,62.0,0.0,48.0,121.0,69.0,1527.0,492.0,1134.0,323.0,1221.0,534.0,46.0,27.0,38340.0,16000US3040075,kalispell,kalispell,,,,,,,
Missoula City Police Dept,MT,12,67758.0,221.0,0,25.0,33,163,3041.0,378,2558.0,105.0,326.2,0.0,36.9,48.7,240.6,4488.0,557.9,3775.2,155.0,"missoula city,MT",16000US3050200,missoula,,,,Missoula,missoula,montana,LAUCT305020000000003,4.9750000000000005,67643.0,62447.0,,43.0,18.0,1.0,85.0,109.0,155.0,93.0,215.0,4312.0,1080.0,4736.0,1479.0,5375.0,2167.0,855.0,764.0,40369.0,16000US3050200,missoula,missoula,,,,,,,
Grand Island Police Dept,NE,12,49583.0,162.0,0,40.0,21,101,2305.0,367,1859.0,79.0,326.7,0.0,80.7,42.4,203.7,4648.8,740.2,3749.3,159.3,"grand island,NE",16000US3119595,grandisland,0.075,0.010714285714285714,0.03214285714285714,Grand Island,grandisland,nebraska,LAUCT311959500000003,3.5333333333333337,49317.0,45324.0,,305.0,459.0,483.0,228.0,527.0,328.0,474.0,314.0,5501.0,1068.0,2152.0,1189.0,1673.0,350.0,284.0,106.0,43249.0,16000US3119595,grandisland,grandisland,0.40210340458328697,-0.7928571428571428,1.1421945083613716,164.17989417989048,59.44324221203822,-0.7035714285714286,2.853907858807684
Lincoln Police Dept,NE,12,264175.0,1050.0,3,182.0,197,668,10171.0,1616,8244.0,311.0,397.5,1.1,68.9,74.6,252.9,3850.1,611.7,3120.7,117.7,"lincoln,NE",16000US3128000,lincoln,0.16030534351145037,0.044274809160305344,0.1984732824427481,Lincoln,lincoln,nebraska,LAUCT312800000000003,3.4250000000000003,262214.0,230330.0,10438.0,666.0,137.0,669.0,491.0,653.0,671.0,1115.0,826.0,19104.0,5537.0,13195.0,8692.0,17361.0,5505.0,2203.0,3037.0,48295.0,16000US3128000,lincoln,lincoln,0.6348612181047701,0.21068702290076335,2.5362585289049218,204.664021164,79.58486871513034,0.14885496183206107,5.378734978718184
North Platte Police Dept,NE,12,24806.0,65.0,0,19.0,7,39,1118.0,121,953.0,44.0,262.0,0.0,76.6,28.2,157.2,4507.0,487.8,3841.8,177.4,"north platte,NE",16000US3135000,northplatte,0.02127659574468085,,0.010638297872340425,North Platte,northplatte,nebraska,LAUCT313500000000003,,24642.0,23051.0,,69.0,232.0,0.0,175.0,27.0,145.0,109.0,17.0,2822.0,876.0,1278.0,675.0,868.0,223.0,73.0,34.0,42264.0,16000US3135000,northplatte,northplatte,0.1762428841556352,-0.9414893617021277,0.5681209433767899,173.41666666675002,13.250786140328211,-1.0,0.0
Omaha Police Dept,NE,12,417970.0,2485.0,41,187.0,815,1442,19178.0,3311,13120.0,2747.0,594.5,9.8,44.7,195.0,345.0,4588.4,792.2,3139.0,657.2,"omaha,NE",16000US3137000,omaha,0.11370481927710843,0.03463855421686747,0.16415662650602408,Omaha,omaha,nebraska,LAUCT313700000000003,4.425,416374.0,315436.0,54523.0,2181.0,1567.0,1642.0,2821.0,1908.0,2427.0,2771.0,2421.0,29605.0,8828.0,22764.0,8028.0,28025.0,8369.0,3747.0,2178.0,46202.0,16000US3137000,omaha,omaha,0.5714327766558582,-0.03953313253012048,2.2291780431269803,218.11331861665565,106.89178532898389,-0.021837349397590362,5.32545653935654
Reno Police Dept,NV,12,230486.0,1192.0,7,33.0,327,825,7423.0,1633,4909.0,881.0,517.2,3.0,14.3,141.9,357.9,3220.6,708.5,2129.8,382.2,"reno,NV",16000US3260600,reno,0.13742690058479531,0.04580896686159844,0.08187134502923976,Reno,reno,nevada,LAUCT326060000000003,9.716666666666667,228658.0,180391.0,7364.0,535.0,943.0,1467.0,1611.0,1575.0,1460.0,2256.0,1250.0,18232.0,4363.0,14472.0,4364.0,13084.0,4392.0,2147.0,1812.0,44318.0,16000US3260600,reno,reno,0.5188080506047682,-0.5365497076023392,1.6113558556769219,207.38841607565246,85.18742297595035,0.15838206627680312,5.425145870960524
Albuquerque Police Dept,NM,12,553684.0,4151.0,41,278.0,1092,2740,29718.0,6677,20298.0,2743.0,749.7,7.4,50.2,197.2,494.9,5367.3,1205.9,3666.0,495.4,"albuquerque,NM",16000US3502000,albuquerque,0.2178883658372562,0.04236718224613315,0.16745124411566914,Albuquerque,albuquerque,new mexico,LAUCT350200000000003,6.625,551597.0,382530.0,18424.0,1725.0,1272.0,3256.0,2284.0,2567.0,2817.0,2767.0,3714.0,39488.0,9471.0,31894.0,12323.0,32587.0,16381.0,5052.0,5358.0,46060.0,16000US3502000,albuquerque,albuquerque,0.6300988408446576,0.0484196368527236,2.39004690681747,236.6597222222268,323.7171497459949,0.21587088096839274,6.025277923548041
Farmington Police Dept,NM,12,45328.0,481.0,4,81.0,39,357,1866.0,332,1430.0,104.0,1061.2,8.8,178.7,86.0,787.6,4116.7,732.4,3154.8,229.4,"farmington,NM",16000US3525800,farmington,0.0371900826446281,0.01652892561983471,0.012396694214876033,Farmington,farmington,new mexico,LAUCT352580000000003,5.066666666666667,45798.0,30172.0,,97.0,22.0,148.0,202.0,260.0,229.0,696.0,382.0,4277.0,915.0,2388.0,1312.0,2011.0,864.0,316.0,110.0,53778.0,16000US3525800,farmington,farmington,0.24899923145018438,-0.9297520661157025,0.6370503381165955,125.67901234567778,85.21476941996507,-0.45454545454545453,4.216151516484969
