Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,full_name,gid,subdomain,cost_exists,age_exists,cup_exists,place,url,state,bls_code,unemployment,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid.1,place.1,region,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std,black_fraction,lpop,price,college_plus_frac
Palm Springs Police Dept,CA,12,45996.0,302.0,3,18.0,104,177,2232.0,883,1112.0,237.0,656.6,6.5,39.1,226.1,384.8,4852.6,1919.7,2417.6,515.3,"palm springs,CA",16000US0655254,palmsprings,0.15426997245179064,0.042011019283746565,0.10537190082644628,Palm Springs,palmsprings,california,LAUCT065525400000003,7.95,45306.0,35185.0,2033.0,118.0,202.0,522.0,161.0,221.0,191.0,460.0,423.0,3821.0,1446.0,4058.0,1184.0,5293.0,2018.0,855.0,485.0,44544.0,16000US0655254,palmsprings,palmsprings,0.5617463374711039,-0.3584710743801653,1.9086053820346367,206.85912698410758,141.12434329568538,0.10674931129476584,5.422497857663712,0.044872643799938196,10.721194753031481,206.85912698410758,0.19094601156579702
Palmdale,CA,12,155294.0,812.0,6,37.0,224,545,3393.0,1035,2068.0,290.0,522.9,3.9,23.8,144.2,350.9,2184.9,666.5,1331.7,186.7,"palmdale,CA",16000US0655156,palmdale,0.10384959713518352,0.03312444046553268,0.09579230080572963,Palmdale,palmdale,california,LAUCT065515600000003,12.266666666666667,154383.0,64108.0,22215.0,652.0,853.0,2216.0,1182.0,1143.0,1026.0,2034.0,1636.0,9707.0,2577.0,8061.0,2776.0,4068.0,1646.0,238.0,105.0,52284.0,16000US0655156,palmdale,palmdale,0.47658502949150205,-0.4386750223813787,1.7876891931942125,160.44779693485262,87.62333361074215,-0.19695613249776187,4.384996991090554,0.1438953770816735,11.947191806884021,160.44779693485262,0.03923359437243738
Redding Police Dept,CA,12,90974.0,705.0,3,66.0,131,505,4380.0,1088,2790.0,502.0,774.9,3.3,72.5,144.0,555.1,4814.6,1195.9,3066.8,551.8,"redding,CA",16000US0659920,redding,0.12363636363636366,0.025454545454545452,0.04909090909090909,Redding,redding,california,LAUCT065992000000003,9.541666666666666,90351.0,78218.0,,360.0,0.0,142.0,231.0,171.0,467.0,799.0,612.0,7873.0,2559.0,5882.0,2938.0,4272.0,1316.0,743.0,282.0,41717.0,16000US0659920,redding,redding,0.4463945460503528,-0.7327272727272728,1.2008731713098528,221.29901960783826,89.79874106136465,-0.3345454545454545,4.273108959004643,,11.411457364027745,221.29901960783826,0.07319232769974876
Sacramento Police Dept,CA,12,476557.0,3520.0,34,125.0,1211,2150,19967.0,4474,12147.0,3346.0,738.6,7.1,26.2,254.1,451.2,4189.8,938.8,2548.9,702.1,"sacramento,CA",16000US0664000,sacramento,0.17521584560690706,0.04773996952767903,0.09649568308786187,Sacramento,sacramento,california,LAUCT066400000000003,10.333333333333334,471552.0,235539.0,66169.0,5115.0,1345.0,3651.0,3275.0,1721.0,2725.0,3464.0,4140.0,30900.0,9069.0,25518.0,11137.0,26318.0,9165.0,4125.0,2439.0,48692.0,16000US0664000,sacramento,sacramento,0.5531069889897883,-0.4377856780091417,1.7738830141655857,191.25104669887563,113.89832591625769,0.2529202640934485,5.740051738230389,0.1403217460640608,13.063784661294815,191.25104669887563,0.08916726045059718
San Diego Police Dept,CA,12,1338477.0,5529.0,47,304.0,1517,3661,31700.0,5902,19188.0,6610.0,413.1,3.5,22.7,113.3,273.5,2368.4,440.9,1433.6,493.8,"san diego,CA",16000US0666000,sandiego,0.1498354408453144,0.04209249956694959,0.1870777758531093,San Diego,sandiego,california,LAUCT066600000000003,7.550000000000002,1321545.0,844547.0,89532.0,6781.0,3086.0,9928.0,4558.0,7312.0,3759.0,6559.0,7832.0,72007.0,20889.0,72566.0,32559.0,106291.0,42640.0,16978.0,16707.0,63034.0,16000US0666000,sandiego,sandiego,0.6152282524684406,0.10488480859172007,2.3762782331269934,209.84852509405343,89.28929400527912,0.09059414515849644,5.4621424251071655,0.06774797679988195,14.09431206466011,209.84852509405343,0.13818371678603453
San Francisco Police Dept,CA,12,820363.0,5777.0,69,108.0,3484,2116,38898.0,5317,28242.0,5339.0,704.2,8.4,13.2,424.7,257.9,4741.6,648.1,3442.6,650.8,"san francisco,CA",16000US0667000,sf,0.09689034369885434,0.2563011456628478,0.3905073649754501,San Francisco,sf,california,LAUCT066700000000003,5.716666666666666,815234.0,410383.0,48401.0,6396.0,3467.0,7433.0,4859.0,4130.0,3900.0,2740.0,6818.0,43235.0,10277.0,42271.0,16538.0,104018.0,41978.0,16672.0,8096.0,72888.0,16000US0667000,sf,sf,0.8332317298137605,1.24189852700491,2.83910024005246,250.52299174173982,218.49426292966857,4.793289689034371,9.983880466424552,0.05937068375460297,13.611230467577345,250.52299174173982,0.20946623914115456
San Jose Police Dept,CA,12,976459.0,3547.0,45,280.0,1208,2014,28463.0,5206,14498.0,8759.0,363.3,4.6,28.7,123.7,206.3,2914.9,533.2,1484.8,897.0,"san jose,CA",16000US0668000,sanjose,0.21314285714285716,0.25085714285714283,0.3691428571428572,San Jose,sanjose,california,LAUCT066800000000003,7.625,969324.0,451915.0,30414.0,6884.0,3693.0,10958.0,5789.0,6360.0,5675.0,6337.0,7881.0,58260.0,13536.0,46354.0,22982.0,73727.0,36237.0,5540.0,8174.0,80155.0,16000US0668000,sanjose,sanjose,0.8933649917314839,1.1073333333333344,2.795861213028564,196.0201855784949,104.76159679126408,4.827,10.184844897698179,0.031376505688500436,13.784354200310354,196.0201855784949,0.12759201257783775
San Luis Obispo Police Dept,CA,12,45947.0,119.0,1,20.0,19,79,1971.0,414,1476.0,81.0,259.0,2.2,43.5,41.4,171.9,4289.7,901.0,3212.4,176.3,"san luis obispo,CA",16000US0668154,sanluisobispo,0.14150943396226415,0.02830188679245283,0.07924528301886792,San Luis Obispo,sanluisobispo,california,LAUCT066815400000003,7.316666666666666,45527.0,37622.0,,87.0,55.0,136.0,126.0,54.0,70.0,111.0,233.0,1439.0,578.0,1764.0,1092.0,3648.0,1238.0,345.0,696.0,45756.0,16000US0668154,sanluisobispo,sanluisobispo,0.5720730192231036,-0.5386792452830189,1.620087208247862,238.19629629627732,123.25677774889131,-0.14245283018867924,5.122505813164037,,10.726060835536376,238.19629629627732,0.13018648274650207
San Mateo Police Dept,CA,12,99303.0,261.0,0,13.0,81,167,1876.0,285,1448.0,143.0,262.8,0.0,13.1,81.6,168.2,1889.2,287.0,1458.2,144.0,"san mateo,CA",16000US0668252,sanmateo,0.14128440366972478,0.3522935779816514,0.3972477064220184,San Mateo,sanmateo,california,LAUCT066825200000003,4.266666666666667,98499.0,63674.0,,427.0,483.0,1018.0,713.0,582.0,197.0,416.0,623.0,5817.0,1872.0,5348.0,2584.0,8355.0,3527.0,1519.0,839.0,82551.0,16000US0668252,sanmateo,sanmateo,0.9369510057726096,1.3876146788990826,2.97510064929405,208.70905483407785,85.55026598997455,6.992660550458716,10.974004732798571,,11.497801674824382,208.70905483407785,0.14456999563447345
Santa Barbara Police Dept,CA,12,89871.0,363.0,0,53.0,95,215,3115.0,558,2424.0,133.0,403.9,0.0,59.0,105.7,239.2,3466.1,620.9,2697.2,148.0,"santa barbara,CA",16000US0669070,santabarbara,0.1584754262788365,0.03309929789368105,0.1815446339017051,Santa Barbara,santabarbara,california,LAUCT066907000000003,4.783333333333333,88996.0,66365.0,,632.0,530.0,1357.0,683.0,1238.0,238.0,369.0,309.0,4120.0,947.0,4827.0,2086.0,6792.0,2904.0,1235.0,1298.0,64098.0,16000US0669070,santabarbara,santabarbara,0.6038693829987428,0.0802407221664995,2.354944542322886,238.81821378340507,82.40660444854483,-0.16800401203610832,4.615552254980738,,11.39634670388405,238.81821378340507,0.13741067014247832
Santa Cruz Police Dept,CA,12,60902.0,433.0,3,34.0,83,313,3585.0,527,2794.0,264.0,711.0,4.9,55.8,136.3,513.9,5886.5,865.3,4587.7,433.5,"santa cruz,CA",16000US0669112,santacruz,0.06835722160970231,0.113561190738699,0.4167585446527012,Santa Cruz,santacruz,california,LAUCT066911200000003,7.883333333333334,61372.0,48957.0,,112.0,44.0,278.0,69.0,76.0,704.0,130.0,143.0,2739.0,594.0,3342.0,1041.0,4240.0,2250.0,592.0,751.0,62631.0,16000US0669112,santacruz,santacruz,0.6807981392048702,1.3682469680264608,2.8290134928828072,220.83154121865962,82.34154237725859,1.442116868798236,6.865766818995287,,11.024708984065096,220.83154121865962,0.12763149318907646
Santa Maria Police Dept,CA,12,101207.0,690.0,0,21.0,145,524,2430.0,712,1318.0,400.0,681.8,0.0,20.7,143.3,517.8,2401.0,703.5,1302.3,395.2,"santa maria,CA",16000US0669196,santamaria,0.13387978142076504,0.03825136612021858,0.10655737704918032,Santa Maria,santamaria,california,LAUCT066919600000003,10.725,100529.0,76015.0,,1601.0,1561.0,3950.0,1287.0,1702.0,702.0,908.0,616.0,5358.0,1418.0,4091.0,1553.0,2783.0,804.0,272.0,148.0,50084.0,16000US0669196,santamaria,santamaria,0.5627081544644887,-0.3579234972677596,1.8945574694609295,196.09863945577555,72.42169237105065,-0.1174863387978142,4.444466495690985,,11.518201522070573,196.09863945577555,0.03985914512230302
Stockton Police Dept,CA,12,299105.0,4630.0,71,90.0,1556,2913,15258.0,4416,8339.0,2503.0,1548.0,23.7,30.1,520.2,973.9,5101.2,1476.4,2788.0,836.8,"stockton,CA",16000US0675000,stockton,0.17827868852459014,0.125,0.07581967213114754,Stockton,stockton,california,LAUCT067500000000003,15.550000000000002,295354.0,133879.0,33975.0,3645.0,1522.0,4333.0,1977.0,1859.0,1806.0,2601.0,3084.0,20696.0,5210.0,13708.0,6984.0,9480.0,2745.0,1187.0,831.0,45360.0,16000US0675000,stockton,stockton,0.6358018160068069,-0.5799180327868853,1.5007754304530587,167.1992337164713,62.969542897646896,2.0778688524590163,8.282368024275495,0.11503145378088667,12.59592991589744,167.1992337164713,0.0482234877469071
Visalia Police Dept,CA,12,127604.0,544.0,5,44.0,134,361,5531.0,1227,3778.0,526.0,426.3,3.9,34.5,105.0,282.9,4334.5,961.6,2960.7,412.2,"visalia,CA",16000US0682954,visalia,0.09774436090225563,0.022556390977443608,0.01879699248120301,Visalia,visalia,california,LAUCT068295400000003,8.658333333333333,125986.0,102332.0,2758.0,1350.0,741.0,987.0,710.0,605.0,703.0,1306.0,909.0,8473.0,2517.0,7374.0,3259.0,5132.0,1525.0,1088.0,396.0,52272.0,16000US0682954,visalia,visalia,0.4249456500593069,-0.9097744360902256,0.6611441953478331,221.0897435897308,77.13760044044237,-0.5150375939849624,3.2004951560445107,0.021891321257917547,11.743926068649207,221.0897435897308,0.06461829092121346
Boulder Police Dept,CO,12,100257.0,249.0,0,32.0,48,169,2937.0,472,2337.0,128.0,248.4,0.0,31.9,47.9,168.6,2929.5,470.8,2331.0,127.7,"boulder,CO",16000US0807850,boulder,0.1317016317016317,0.03496503496503497,0.13986013986013987,Boulder,boulder,colorado,LAUCT080785000000003,5.025,100403.0,88748.0,,151.0,44.0,442.0,46.0,116.0,163.0,147.0,101.0,1952.0,959.0,3229.0,1039.0,9611.0,5750.0,1585.0,3139.0,56205.0,16000US0807850,boulder,boulder,0.5554266600189457,-0.1794871794871795,2.0885750711246707,325.1146930748318,595.0224125055157,0.04895104895104895,5.869441465970602,,11.516947366271442,325.1146930748318,0.20004382339173132
Colorado Springs,CO,12,432287.0,1968.0,18,358.0,523,1069,17899.0,3641,12456.0,1802.0,455.3,4.2,82.8,121.0,247.3,4140.5,842.3,2881.4,416.9,"colorado springs,CO",16000US0816000,coloradosprings,0.1403705783267827,0.02302077484559236,0.11622683885457608,Colorado Springs,coloradosprings,colorado,LAUCT081600000000003,7.925000000000002,425725.0,343105.0,27097.0,791.0,362.0,968.0,1286.0,835.0,1680.0,2158.0,1740.0,26566.0,9149.0,24441.0,12715.0,29172.0,16035.0,3484.0,2182.0,52896.0,16000US0816000,coloradosprings,coloradosprings,0.4919293250888255,-0.3466217480816003,1.8472263779419342,208.21773913043202,198.18966571577698,-0.428972487366648,3.803477490701941,0.0636490692348347,12.961548876894806,208.21773913043202,0.11949732808738035
Denver Police Dept,CO,12,628545.0,3871.0,39,376.0,1165,2291,23343.0,5129,14544.0,3670.0,615.9,6.2,59.8,185.3,364.5,3713.8,816.0,2313.9,583.9,"denver,CO",16000US0820000,denver,0.17138468290542022,0.04366908053543998,0.2032038621900373,Denver,denver,colorado,LAUCT082000000000003,7.025,619016.0,447079.0,61950.0,2848.0,2039.0,6501.0,3583.0,4537.0,3933.0,4903.0,3536.0,40537.0,10065.0,30234.0,9587.0,55748.0,21617.0,8655.0,3854.0,49049.0,16000US0820000,denver,denver,0.6352950973709203,0.17361568283227344,2.3838700252321017,226.44769500843518,313.46051634460537,0.17105551898178625,5.767345335377897,0.10007818860901818,13.335886399474841,226.44769500843518,0.14518849270455045
Fort Collins Police Dept,CO,12,148792.0,391.0,2,44.0,40,305,4119.0,598,3379.0,142.0,262.8,1.3,29.6,26.9,205.0,2768.3,401.9,2271.0,95.4,"fort collins,CO",16000US0827425,fortcollins,0.1865745310957552,0.03257650542941757,0.13425468904244814,Fort Collins,fortcollins,colorado,LAUCT082742500000003,5.3,146235.0,131007.0,,249.0,119.0,239.0,267.0,190.0,311.0,330.0,242.0,5941.0,2370.0,6431.0,3041.0,13321.0,5685.0,1155.0,1834.0,51830.0,16000US0827425,fortcollins,fortcollins,0.5757627268547085,-0.2349457058242843,1.9971775840884052,277.22104644325395,335.30283687123045,-0.04146100691016782,5.50406413244082,,11.89297019573148,277.22104644325395,0.1504085889151024
Pueblo Police Dept,CO,12,109065.0,797.0,8,21.0,199,569,7030.0,1895,4642.0,493.0,730.8,7.3,19.3,182.5,521.7,6445.7,1737.5,4256.2,452.0,"pueblo,CO",16000US0862000,pueblo,0.19686800894854584,0.05145413870246085,0.0894854586129754,Pueblo,pueblo,colorado,LAUCT086200000000003,10.508333333333333,107364.0,80879.0,2444.0,318.0,553.0,339.0,1115.0,575.0,1115.0,1197.0,755.0,9827.0,3109.0,5948.0,2903.0,4074.0,1544.0,438.0,335.0,34083.0,16000US0862000,pueblo,pueblo,0.5681988130511867,-0.4563758389261745,1.7595984871574712,242.1079545454659,304.01243509026204,0.3333333333333333,5.999875434681049,0.022763682426139114,11.583980209335596,242.1079545454659,0.05952647069781305
East Hartford Police,CT,12,51431.0,192.0,2,26.0,83,81,1573.0,362,1029.0,182.0,373.3,3.9,50.6,161.4,157.5,3058.5,703.9,2000.7,353.9,"east hartford police,CT",04000US09,newlondon,0.09142394822006472,0.0703883495145631,0.19902912621359226,Eastern Connecticut,newlondon,connecticut,,,3584561.0,2797813.0,362387.0,11484.0,8238.0,13052.0,20176.0,15663.0,21171.0,21463.0,20134.0,333606.0,60254.0,140802.0,67713.0,241148.0,121978.0,41542.0,24148.0,67544.0,04000US09,newlondon,newlondon,0.5935310686806081,0.22815533980582525,2.537996307806829,295.6106194690354,817.6022300317463,0.7726537216828478,6.571137707111622,0.10109661964184735,15.092146569845427,295.6106194690354,0.1196285960819191
East Hartford Police,CT,12,51431.0,192.0,2,26.0,83,81,1573.0,362,1029.0,182.0,373.3,3.9,50.6,161.4,157.5,3058.5,703.9,2000.7,353.9,"east hartford police,CT",04000US09,nwct,0.13608562691131498,0.05045871559633028,0.14067278287461776,Northwest Connecticut,nwct,connecticut,,,3584561.0,2797813.0,362387.0,11484.0,8238.0,13052.0,20176.0,15663.0,21171.0,21463.0,20134.0,333606.0,60254.0,140802.0,67713.0,241148.0,121978.0,41542.0,24148.0,67544.0,04000US09,nwct,nwct,0.6309713641934575,-0.17737003058103976,2.082312692841706,179.3320848938764,112.21388294645777,0.3685015290519877,6.123310609470903,0.10109661964184735,15.092146569845427,179.3320848938764,0.1196285960819191
Hartford Police Dept,CT,12,125203.0,1655.0,23,27.0,640,965,5319.0,1050,3467.0,802.0,1321.9,18.4,21.6,511.2,770.7,4248.3,838.6,2769.1,640.6,"hartford,CT",16000US0937000,hartford,0.20029168692270294,0.08604764219737482,0.231404958677686,Hartford,hartford,connecticut,LAUCT093700000000003,14.658333333333333,124894.0,46222.0,47157.0,1152.0,820.0,1637.0,1497.0,1291.0,1184.0,2089.0,910.0,10566.0,1291.0,4270.0,1469.0,3107.0,1403.0,676.0,277.0,28415.0,16000US0937000,hartford,hartford,0.673137412001069,0.3641225085075353,2.568636809460288,267.5953344120679,716.3168874457725,1.1939718035974718,7.330828952945013,0.3775761846045447,11.735220656529043,267.5953344120679,0.04374109244639454
New Haven Police Dept,CT,12,129934.0,1870.0,17,55.0,844,954,6516.0,1451,4351.0,714.0,1439.2,13.1,42.3,649.6,734.2,5014.9,1116.7,3348.6,549.5,"new haven,CT",16000US0952000,newhaven,0.19957761351636746,0.05649419218585005,0.16050686378035905,New Haven,newhaven,connecticut,LAUCT095200000000003,11.225,130378.0,59149.0,45471.0,690.0,651.0,1210.0,757.0,1099.0,1001.0,1234.0,913.0,11285.0,971.0,4010.0,1448.0,5750.0,3014.0,1253.0,2175.0,36413.0,16000US0952000,newhaven,newhaven,0.6125640989900557,-0.011351636747624077,2.333635850113506,218.39708784748868,452.7085249635977,0.3595564941921858,5.636372615773658,0.34876282808449277,11.778193202584836,218.39708784748868,0.09351270919940481
Washington Metropolitan Police Dept,DC,12,632323.0,7448.0,88,236.0,3725,3399,29264.0,3519,22196.0,3549.0,1177.9,13.9,37.3,589.1,537.5,4628.0,556.5,3510.2,561.3,"washington metropolitan,DC",04000US11,dc,0.2427699655080923,0.050411249668347036,0.16211196603873707,Washington D.C.,dc,district of columbia,,,618777.0,247079.0,311415.0,3090.0,1749.0,2436.0,3391.0,3530.0,3580.0,4914.0,3206.0,37139.0,5853.0,20007.0,5871.0,47186.0,31761.0,18817.0,8429.0,64610.0,04000US11,dc,dc,0.6710412934179754,-0.023348368267444942,2.2755943055888883,204.35027322403562,334.9778895061661,0.4075351552135845,6.419889021899136,0.5032750086056851,13.335500228276635,204.35027322403562,0.1716175617387201
Washington Metropolitan Police Dept,DC,12,632323.0,7448.0,88,236.0,3725,3399,29264.0,3519,22196.0,3549.0,1177.9,13.9,37.3,589.1,537.5,4628.0,556.5,3510.2,561.3,"washington metropolitan,DC",04000US11,nova,0.2274904214559387,0.07399425287356322,0.2092911877394636,Northern Virginia,nova,district of columbia,,,618777.0,247079.0,311415.0,3090.0,1749.0,2436.0,3391.0,3530.0,3580.0,4914.0,3206.0,37139.0,5853.0,20007.0,5871.0,47186.0,31761.0,18817.0,8429.0,64610.0,04000US11,nova,nova,0.7064315463159855,0.21667464878671694,2.4308384661755817,242.69424394318557,425.2280015134268,0.9909003831417624,7.34472239892426,0.5032750086056851,13.335500228276635,242.69424394318557,0.1716175617387201
Washington Metropolitan Police Dept,DC,12,632323.0,7448.0,88,236.0,3725,3399,29264.0,3519,22196.0,3549.0,1177.9,13.9,37.3,589.1,537.5,4628.0,556.5,3510.2,561.3,"washington metropolitan,DC",04000US11,southernmaryland,0.17492260061919504,0.028895768833849332,0.12693498452012386,Southern Maryland,southernmaryland,district of columbia,,,618777.0,247079.0,311415.0,3090.0,1749.0,2436.0,3391.0,3530.0,3580.0,4914.0,3206.0,37139.0,5853.0,20007.0,5871.0,47186.0,31761.0,18817.0,8429.0,64610.0,04000US11,southernmaryland,southernmaryland,0.5625496479452312,-0.23968008255933956,2.0655142952539434,193.3774172402572,91.56836776876328,-0.22755417956656346,4.6365113261644915,0.5032750086056851,13.335500228276635,193.3774172402572,0.1716175617387201
Fort Myers Police Dept,FL,12,64379.0,754.0,24,26.0,172,532,2346.0,507,1639.0,200.0,1171.2,37.3,40.4,267.2,826.4,3644.0,787.5,2545.9,310.7,"fort myers,FL",16000US1224125,fortmyers,0.13739224137931033,0.03933189655172414,0.1136853448275862,Fort Myers,fortmyers,florida,LAUCT122412500000003,6.783333333333334,64070.0,36990.0,20727.0,388.0,226.0,614.0,610.0,437.0,814.0,1056.0,926.0,6734.0,1090.0,2620.0,1344.0,3217.0,1148.0,351.0,463.0,35128.0,16000US1224125,fortmyers,fortmyers,0.5121011570351247,-0.3292025862068966,1.906982095222016,429.72483660129103,1303.2265910524084,0.08297413793103449,5.4937956665938135,0.32350554081473387,11.067731514633067,429.72483660129103,0.0808334633994069
Gainesville Police Dept,FL,12,127036.0,851.0,6,74.0,171,600,5201.0,1009,3953.0,239.0,669.9,4.7,58.3,134.6,472.3,4094.1,794.3,3111.7,188.1,"gainesville,FL",16000US1225175,gainesville,0.12183908045977013,0.039080459770114935,0.0528735632183908,Gainesville,gainesville,florida,LAUCT122517500000003,5.591666666666666,125273.0,82446.0,28561.0,444.0,62.0,126.0,265.0,336.0,659.0,700.0,445.0,6558.0,1417.0,3418.0,3047.0,5990.0,3357.0,1254.0,2715.0,31294.0,16000US1225175,gainesville,gainesville,0.4918606587870129,-0.6712643678160921,1.4180659161997582,421.71383647799337,1037.6978288486494,0.05172413793103448,5.405605113600213,0.22799006968780183,11.738250634823215,421.71383647799337,0.10629584986389724
Jacksonville,FL,12,840660.0,5189.0,93,341.0,1371,3384,34674.0,7632,25403.0,1639.0,617.3,11.1,40.6,163.1,402.5,4124.6,907.9,3021.8,195.0,"jacksonville,FL",16000US1235000,jacksonville,0.21109560362875088,0.04780181437543615,0.08827634333565945,Jacksonville,jacksonville,florida,LAUCT123500000000003,7.183333333333334,829535.0,501985.0,253136.0,3231.0,1244.0,1658.0,3875.0,4666.0,8306.0,7008.0,4517.0,77458.0,18282.0,40851.0,22919.0,44742.0,12071.0,5038.0,2681.0,45577.0,16000US1235000,jacksonville,jacksonville,0.5584702702434995,-0.4661549197487788,1.749815949156278,194.87863701955882,294.47120835019575,0.18545010467550596,5.439455215681839,0.3051540923529447,13.628620581815317,194.87863701955882,0.07779298040468455
Lakeland Police Dept,FL,12,99934.0,465.0,10,33.0,144,278,5216.0,1296,3735.0,185.0,465.3,10.0,33.0,144.1,278.2,5219.4,1296.9,3737.5,185.1,"lakeland,FL",16000US1238250,lakeland,0.08812260536398467,,0.01532567049808429,Lakeland,lakeland,florida,LAUCT123825000000003,7.566666666666667,98968.0,72319.0,20523.0,480.0,382.0,323.0,735.0,499.0,919.0,739.0,476.0,10137.0,1476.0,4571.0,1865.0,5236.0,1756.0,450.0,464.0,37833.0,16000US1238250,lakeland,lakeland,0.30512857662936466,-0.8850574712643678,0.9293333510929116,180.08695652173913,62.97828849797672,-1.0,0.0,0.2073700590089726,11.502551844542667,180.08695652173913,0.0798844070810767
Miami Police Dept,FL,12,414327.0,4856.0,69,65.0,2096,2626,22271.0,4255,15305.0,2711.0,1172.0,16.7,15.7,505.9,633.8,5375.2,1027.0,3693.9,654.3,"miami,FL",16000US1245000,miami,0.11095305832147938,0.055298719772403984,0.08979374110953059,Miami,miami,florida,LAUCT124500000000003,9.316666666666666,408322.0,305357.0,79841.0,2902.0,5628.0,12355.0,5306.0,4031.0,3434.0,3716.0,5500.0,44269.0,3609.0,11803.0,9436.0,18964.0,7210.0,4855.0,1652.0,28935.0,16000US1245000,miami,miami,0.5265989940232779,-0.4683499288762447,1.7283436196762532,196.68605387668202,113.69096437698738,0.4165184921763692,5.975099162718581,0.19553440666924632,12.919811357805633,196.68605387668202,0.08003732348489673
Ocala Police Dept,FL,12,57288.0,375.0,6,42.0,92,235,3097.0,606,2431.0,60.0,654.6,10.5,73.3,160.6,410.2,5406.0,1057.8,4243.5,104.7,"ocala,FL",16000US1250750,ocala,0.06761565836298933,0.02491103202846975,0.039145907473309614,Ocala,ocala,florida,LAUCT125075000000003,7.791666666666664,56616.0,38801.0,12566.0,130.0,108.0,155.0,264.0,237.0,472.0,582.0,692.0,5248.0,1246.0,2350.0,1377.0,2919.0,615.0,577.0,287.0,35310.0,16000US1250750,ocala,ocala,0.3686856448764728,-0.7259786476868327,1.361424696608062,1222.2894736842104,2002.9605878905752,-0.4128113879003559,3.9099096547150647,0.22195139183269746,10.94404690975562,1222.2894736842104,0.07768122085629504
Okaloosa County Sheriff Department,FL,12,,643.0,0,52.0,60,531,3062.0,577,2359.0,126.0,,,,,,,,,,"okaloosa county,FL",05000US12091,okaloosa,,,,Okaloosa,okaloosa,florida,,,184699.0,148075.0,16406.0,317.0,135.0,326.0,703.0,573.0,1030.0,1070.0,852.0,15060.0,4319.0,11656.0,6178.0,10620.0,6550.0,1333.0,647.0,53008.0,05000US12091,okaloosa,okaloosa,,,,,,,,0.08882560273742685,12.12648275198751,,0.10368220726695868
Orlando Police Dept,FL,12,246513.0,2508.0,24,103.0,603,1778,16304.0,3778,11222.0,1304.0,1017.4,9.7,41.8,244.6,721.3,6613.8,1532.6,4552.3,529.0,"orlando,FL",16000US1253000,orlando,0.19345163709072727,0.03599100224943764,0.08847788052986752,Orlando,orlando,florida,LAUCT125300000000003,6.7,243895.0,142182.0,71262.0,506.0,571.0,967.0,1610.0,839.0,1799.0,1304.0,1729.0,20157.0,3518.0,10626.0,7392.0,15142.0,5546.0,2076.0,1036.0,41266.0,16000US1253000,orlando,orlando,0.5458033296722636,-0.4777555611097226,1.7213381600472033,220.4323140970387,197.7936382995269,-0.02224443889027743,5.321196299821564,0.29218311158490334,12.404493083788877,220.4323140970387,0.09758297628077657
Pensacola Police Dept,FL,12,52909.0,473.0,7,30.0,89,347,3032.0,711,2201.0,120.0,894.0,13.2,56.7,168.2,655.8,5730.6,1343.8,4160.0,226.8,"pensacola,FL",16000US1255925,pensacola,0.14651639344262296,0.027663934426229508,0.07991803278688525,Pensacola,pensacola,florida,LAUCT125592500000003,6.491666666666666,52083.0,36055.0,12603.0,160.0,115.0,195.0,144.0,326.0,306.0,541.0,181.0,4893.0,1184.0,2799.0,1149.0,3193.0,1378.0,667.0,274.0,43646.0,16000US1255925,pensacola,pensacola,0.4782270746524533,-0.5194672131147541,1.6682956520094576,213.2867132867133,122.57775215354148,-0.2346311475409836,4.666165115965073,0.24197914866655146,10.860593878910057,213.2867132867133,0.10583107731889484
Sarasota Police Dept,FL,12,53055.0,425.0,4,25.0,136,260,2897.0,705,2093.0,99.0,801.1,7.5,47.1,256.3,490.1,5460.4,1328.8,3945.0,186.6,"sarasota,FL",16000US1264175,sarasota,0.11629279811097992,0.03187721369539552,0.1292798110979929,Sarasota,sarasota,florida,LAUCT126417500000003,7.116666666666667,52420.0,41791.0,7740.0,47.0,22.0,83.0,422.0,428.0,373.0,308.0,232.0,6154.0,1055.0,2359.0,967.0,3316.0,1695.0,667.0,289.0,40370.0,16000US1264175,sarasota,sarasota,0.5107229297260795,-0.1951003541912633,2.123097366909882,173.93683023125888,96.772494273047,-0.023022432113341203,5.734121975402478,0.14765356734070964,10.867043476877397,173.93683023125888,0.1138305990080122
